event_id,voice_id,role,parent_event_id,source_index,source_label,symbol,onset_quarter,duration_quarter,midi,pitch_class,velocity,pan,timbre,expected_pc,row_position,row_form,status,mapping_rule,codec_block,is_codec_carrier,gate_ratio,articulation,cc1_modulation,cc10_pan,cc74_brightness,cc91_reverb,cc93_chorus,brightness,reverb_mix,spatial_width,hydropathy,charge,contact_degree,value,uncertainty,relative_sasa,surface_wetness,backbone_rigidity,b_factor_normalized,sidechain_mass_normalized
248,V1_melody,foreground_melody,,856,35116906,METHYLATION_BETA,83.75,0.5,62,2,61,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0684,0.0,0.5,0.0684,0.0,0.0,0.0,0.0,0.0,0.0
249,V1_melody,foreground_melody,,864,47356722,METHYLATION_BETA,84.25,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8754,0.0,0.5,0.8754,0.0,0.0,0.0,0.0,0.0,0.0
250,V2_counterpoint,derived_counterpoint,248,856,35116906,METHYLATION_BETA,84.25,0.75,77,5,49,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0684,0.0,0.5,0.0684,0.0,0.0,0.0,0.0,0.0,0.0
251,V1_melody,foreground_melody,,872,69164711,METHYLATION_BETA,85.5,0.5,63,3,61,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.087,0.0,0.5,0.087,0.0,0.0,0.0,0.0,0.0,0.0
252,V1_melody,foreground_melody,,880,76058386,METHYLATION_BETA,86.0,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9964,0.0,0.5,0.9964,0.0,0.0,0.0,0.0,0.0,0.0
253,V2_counterpoint,derived_counterpoint,251,872,69164711,METHYLATION_BETA,86.0,0.75,67,7,49,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.087,0.0,0.5,0.087,0.0,0.0,0.0,0.0,0.0,0.0
254,V6_harp_accents,structural_accent,252,880,76058386,METHYLATION_BETA,86.0,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9964,0.0,0.5,0.9964,0.0,0.0,0.0,0.0,0.0,0.0
255,V6_harp_accents,structural_accent,252,880,76058386,METHYLATION_BETA,86.25,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9964,0.0,0.5,0.9964,0.0,0.0,0.0,0.0,0.0,0.0
256,V6_harp_accents,structural_accent,252,880,76058386,METHYLATION_BETA,86.5,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9964,0.0,0.5,0.9964,0.0,0.0,0.0,0.0,0.0,0.0
257,V1_melody,foreground_melody,,888,102156418,METHYLATION_BETA,87.25,1.0,69,9,72,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.7024,0.0,0.5,0.7024,0.0,0.0,0.0,0.0,0.0,0.0
258,V2_counterpoint,derived_counterpoint,257,888,102156418,METHYLATION_BETA,87.75,1.25,65,5,60,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.7024,0.0,0.5,0.7024,0.0,0.0,0.0,0.0,0.0,0.0
259,V1_melody,foreground_melody,,896,116213623,METHYLATION_BETA,88.25,1.25,70,10,76,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8953,0.0,0.5,0.8953,0.0,0.0,0.0,0.0,0.0,0.0
260,V3_bass,structural_bass,259,896,116213623,METHYLATION_BETA,88.25,7.75,50,2,60,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.8953,0.0,0.5,0.8953,0.0,0.0,0.0,0.0,0.0,0.0
261,V4_horn_harmony,structural_harmony,259,896,116213623,METHYLATION_BETA,88.25,14.5,55,7,54,-0.42,french_horn,7,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.8953,0.0,0.5,0.8953,0.0,0.0,0.0,0.0,0.0,0.0
262,V5_viola_harmony,inner_harmony,259,896,116213623,METHYLATION_BETA,88.25,14.5,65,5,49,0.42,viola,5,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.8953,0.0,0.5,0.8953,0.0,0.0,0.0,0.0,0.0,0.0
263,V1_melody,foreground_melody,,904,119513884,METHYLATION_BETA,89.5,1.25,60,0,76,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9356,0.0,0.5,0.9356,0.0,0.0,0.0,0.0,0.0,0.0
264,V6_harp_accents,structural_accent,263,904,119513884,METHYLATION_BETA,89.5,0.25,72,0,71,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9356,0.0,0.5,0.9356,0.0,0.0,0.0,0.0,0.0,0.0
265,V6_harp_accents,structural_accent,263,904,119513884,METHYLATION_BETA,89.75,0.25,75,3,66,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9356,0.0,0.5,0.9356,0.0,0.0,0.0,0.0,0.0,0.0
266,V2_counterpoint,derived_counterpoint,263,904,119513884,METHYLATION_BETA,90.0,1.5,75,3,64,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9356,0.0,0.5,0.9356,0.0,0.0,0.0,0.0,0.0,0.0
267,V6_harp_accents,structural_accent,263,904,119513884,METHYLATION_BETA,90.0,0.25,79,7,61,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9356,0.0,0.5,0.9356,0.0,0.0,0.0,0.0,0.0,0.0
268,V1_melody,foreground_melody,,912,132907684,METHYLATION_BETA,90.75,0.75,65,5,64,-0.12,viola,5,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2552,0.0,0.5,0.2552,0.0,0.0,0.0,0.0,0.0,0.0
269,V1_melody,foreground_melody,,920,6322200,METHYLATION_BETA,91.5,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8713,0.0,0.5,0.8713,0.0,0.0,0.0,0.0,0.0,0.0
270,V2_counterpoint,derived_counterpoint,269,920,6322200,METHYLATION_BETA,92.0,1.5,67,7,63,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.8713,0.0,0.5,0.8713,0.0,0.0,0.0,0.0,0.0,0.0
271,V1_melody,foreground_melody,,928,15833370,METHYLATION_BETA,92.75,0.75,65,5,64,-0.12,viola,5,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2658,0.0,0.5,0.2658,0.0,0.0,0.0,0.0,0.0,0.0
272,V1_melody,foreground_melody,,936,28016198,METHYLATION_BETA,93.5,1.25,70,10,76,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9124,0.0,0.5,0.9124,0.0,0.0,0.0,0.0,0.0,0.0
273,V2_counterpoint,derived_counterpoint,272,936,28016198,METHYLATION_BETA,94.0,1.5,67,7,64,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9124,0.0,0.5,0.9124,0.0,0.0,0.0,0.0,0.0,0.0
274,V1_melody,foreground_melody,,944,50632250,METHYLATION_BETA,94.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0124,0.0,0.5,0.0124,0.0,0.0,0.0,0.0,0.0,0.0
275,V1_melody,foreground_melody,,952,53229408,METHYLATION_BETA,95.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0478,0.0,0.5,0.0478,0.0,0.0,0.0,0.0,0.0,0.0
276,V2_counterpoint,derived_counterpoint,275,952,53229408,METHYLATION_BETA,95.75,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0478,0.0,0.5,0.0478,0.0,0.0,0.0,0.0,0.0,0.0
277,V1_melody,foreground_melody,,960,56169382,METHYLATION_BETA,96.0,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9727,0.0,0.5,0.9727,0.0,0.0,0.0,0.0,0.0,0.0
278,V3_bass,structural_bass,277,960,56169382,METHYLATION_BETA,96.0,6.75,45,9,61,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.9727,0.0,0.5,0.9727,0.0,0.0,0.0,0.0,0.0,0.0
279,V6_harp_accents,structural_accent,277,960,56169382,METHYLATION_BETA,96.0,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9727,0.0,0.5,0.9727,0.0,0.0,0.0,0.0,0.0,0.0
280,V6_harp_accents,structural_accent,277,960,56169382,METHYLATION_BETA,96.25,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9727,0.0,0.5,0.9727,0.0,0.0,0.0,0.0,0.0,0.0
281,V6_harp_accents,structural_accent,277,960,56169382,METHYLATION_BETA,96.5,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9727,0.0,0.5,0.9727,0.0,0.0,0.0,0.0,0.0,0.0
282,V1_melody,foreground_melody,,968,90102257,METHYLATION_BETA,97.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9903,0.0,0.5,0.9903,0.0,0.0,0.0,0.0,0.0,0.0
283,V6_harp_accents,structural_accent,282,968,90102257,METHYLATION_BETA,97.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9903,0.0,0.5,0.9903,0.0,0.0,0.0,0.0,0.0,0.0
284,V6_harp_accents,structural_accent,282,968,90102257,METHYLATION_BETA,97.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9903,0.0,0.5,0.9903,0.0,0.0,0.0,0.0,0.0,0.0
285,V2_counterpoint,derived_counterpoint,282,968,90102257,METHYLATION_BETA,97.75,1.5,69,9,65,0.25,violin,9,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9903,0.0,0.5,0.9903,0.0,0.0,0.0,0.0,0.0,0.0
286,V6_harp_accents,structural_accent,282,968,90102257,METHYLATION_BETA,97.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9903,0.0,0.5,0.9903,0.0,0.0,0.0,0.0,0.0,0.0
287,V1_melody,foreground_melody,,976,102883876,METHYLATION_BETA,98.5,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8634,0.0,0.5,0.8634,0.0,0.0,0.0,0.0,0.0,0.0
288,V1_melody,foreground_melody,,984,131974892,METHYLATION_BETA,99.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0231,0.0,0.5,0.0231,0.0,0.0,0.0,0.0,0.0,0.0
289,V1_melody,foreground_melody,,992,27572379,METHYLATION_BETA,100.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.053,0.0,0.5,0.053,0.0,0.0,0.0,0.0,0.0,0.0
290,V2_counterpoint,derived_counterpoint,288,984,131974892,METHYLATION_BETA,100.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0231,0.0,0.5,0.0231,0.0,0.0,0.0,0.0,0.0,0.0
291,V1_melody,foreground_melody,,1000,42495388,METHYLATION_BETA,100.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0339,0.0,0.5,0.0339,0.0,0.0,0.0,0.0,0.0,0.0
292,V1_melody,foreground_melody,,1008,111768896,METHYLATION_BETA,101.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.002,0.0,0.5,0.002,0.0,0.0,0.0,0.0,0.0,0.0
293,V2_counterpoint,derived_counterpoint,291,1000,42495388,METHYLATION_BETA,101.25,0.75,70,10,48,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0339,0.0,0.5,0.0339,0.0,0.0,0.0,0.0,0.0,0.0
294,V1_melody,foreground_melody,,1016,23852421,METHYLATION_BETA,101.75,1.0,69,9,72,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.6911,0.0,0.5,0.6911,0.0,0.0,0.0,0.0,0.0,0.0
295,V2_counterpoint,derived_counterpoint,294,1016,23852421,METHYLATION_BETA,102.25,1.25,65,5,60,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.6911,0.0,0.5,0.6911,0.0,0.0,0.0,0.0,0.0,0.0
296,V1_melody,foreground_melody,,1024,64072214,METHYLATION_BETA,102.75,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
297,V3_bass,structural_bass,296,1024,64072214,METHYLATION_BETA,102.75,7.5,50,2,61,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
298,V4_horn_harmony,structural_harmony,296,1024,64072214,METHYLATION_BETA,102.75,14.0,62,2,55,-0.42,french_horn,2,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
299,V5_viola_harmony,inner_harmony,296,1024,64072214,METHYLATION_BETA,102.75,14.0,67,7,50,0.42,viola,7,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
300,V6_harp_accents,structural_accent,296,1024,64072214,METHYLATION_BETA,102.75,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
301,V6_harp_accents,structural_accent,296,1024,64072214,METHYLATION_BETA,103.0,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
302,V6_harp_accents,structural_accent,296,1024,64072214,METHYLATION_BETA,103.25,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9708,0.0,0.5,0.9708,0.0,0.0,0.0,0.0,0.0,0.0
303,V1_melody,foreground_melody,,1032,92459297,METHYLATION_BETA,104.0,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1186,0.0,0.5,0.1186,0.0,0.0,0.0,0.0,0.0,0.0
304,V1_melody,foreground_melody,,1040,101097671,METHYLATION_BETA,104.5,1.0,70,10,73,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.774,0.0,0.5,0.774,0.0,0.0,0.0,0.0,0.0,0.0
305,V2_counterpoint,derived_counterpoint,303,1032,92459297,METHYLATION_BETA,104.5,0.75,72,0,50,0.25,violin,0,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1186,0.0,0.5,0.1186,0.0,0.0,0.0,0.0,0.0,0.0
306,V1_melody,foreground_melody,,1048,21361439,METHYLATION_BETA,105.5,1.25,60,0,76,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9333,0.0,0.5,0.9333,0.0,0.0,0.0,0.0,0.0,0.0
307,V6_harp_accents,structural_accent,306,1048,21361439,METHYLATION_BETA,105.5,0.25,72,0,71,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9333,0.0,0.5,0.9333,0.0,0.0,0.0,0.0,0.0,0.0
308,V6_harp_accents,structural_accent,306,1048,21361439,METHYLATION_BETA,105.75,0.25,75,3,66,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9333,0.0,0.5,0.9333,0.0,0.0,0.0,0.0,0.0,0.0
309,V2_counterpoint,derived_counterpoint,306,1048,21361439,METHYLATION_BETA,106.0,1.5,75,3,64,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9333,0.0,0.5,0.9333,0.0,0.0,0.0,0.0,0.0,0.0
310,V6_harp_accents,structural_accent,306,1048,21361439,METHYLATION_BETA,106.0,0.25,79,7,61,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9333,0.0,0.5,0.9333,0.0,0.0,0.0,0.0,0.0,0.0
311,V1_melody,foreground_melody,,1056,22751150,METHYLATION_BETA,106.75,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8765,0.0,0.5,0.8765,0.0,0.0,0.0,0.0,0.0,0.0
312,V1_melody,foreground_melody,,1064,22847360,METHYLATION_BETA,108.0,1.25,60,0,76,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9219,0.0,0.5,0.9219,0.0,0.0,0.0,0.0,0.0,0.0
313,V6_harp_accents,structural_accent,312,1064,22847360,METHYLATION_BETA,108.0,0.25,72,0,71,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9219,0.0,0.5,0.9219,0.0,0.0,0.0,0.0,0.0,0.0
314,V6_harp_accents,structural_accent,312,1064,22847360,METHYLATION_BETA,108.25,0.25,75,3,66,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9219,0.0,0.5,0.9219,0.0,0.0,0.0,0.0,0.0,0.0
315,V2_counterpoint,derived_counterpoint,312,1064,22847360,METHYLATION_BETA,108.5,1.5,75,3,64,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9219,0.0,0.5,0.9219,0.0,0.0,0.0,0.0,0.0,0.0
316,V6_harp_accents,structural_accent,312,1064,22847360,METHYLATION_BETA,108.5,0.25,79,7,61,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9219,0.0,0.5,0.9219,0.0,0.0,0.0,0.0,0.0,0.0
317,V1_melody,foreground_melody,,1072,24570112,METHYLATION_BETA,109.25,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1538,0.0,0.5,0.1538,0.0,0.0,0.0,0.0,0.0,0.0
318,V1_melody,foreground_melody,,1080,27902324,METHYLATION_BETA,109.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0389,0.0,0.5,0.0389,0.0,0.0,0.0,0.0,0.0,0.0
319,V1_melody,foreground_melody,,1088,71130861,METHYLATION_BETA,110.25,0.5,62,2,61,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0805,0.0,0.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0
320,V2_counterpoint,derived_counterpoint,318,1080,27902324,METHYLATION_BETA,110.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0389,0.0,0.5,0.0389,0.0,0.0,0.0,0.0,0.0,0.0
321,V3_bass,structural_bass,319,1088,71130861,METHYLATION_BETA,110.25,6.5,45,9,45,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.0805,0.0,0.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0
322,V1_melody,foreground_melody,,1096,79262162,METHYLATION_BETA,110.75,1.0,69,9,72,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.7093,0.0,0.5,0.7093,0.0,0.0,0.0,0.0,0.0,0.0
323,V2_counterpoint,derived_counterpoint,322,1096,79262162,METHYLATION_BETA,111.25,1.25,65,5,60,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.7093,0.0,0.5,0.7093,0.0,0.0,0.0,0.0,0.0,0.0
324,V1_melody,foreground_melody,,1104,97009963,METHYLATION_BETA,111.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0154,0.0,0.5,0.0154,0.0,0.0,0.0,0.0,0.0,0.0
325,V1_melody,foreground_melody,,1112,22732815,METHYLATION_BETA,112.25,0.75,63,3,63,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1921,0.0,0.5,0.1921,0.0,0.0,0.0,0.0,0.0,0.0
326,V2_counterpoint,derived_counterpoint,325,1112,22732815,METHYLATION_BETA,112.75,1.0,72,0,51,0.25,violin,0,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1921,0.0,0.5,0.1921,0.0,0.0,0.0,0.0,0.0,0.0
327,V1_melody,foreground_melody,,1120,49287886,METHYLATION_BETA,113.0,1.0,69,9,73,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.7331,0.0,0.5,0.7331,0.0,0.0,0.0,0.0,0.0,0.0
328,V1_melody,foreground_melody,,1128,55230092,METHYLATION_BETA,114.0,0.75,63,3,63,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1861,0.0,0.5,0.1861,0.0,0.0,0.0,0.0,0.0,0.0
329,V2_counterpoint,derived_counterpoint,328,1128,55230092,METHYLATION_BETA,114.5,1.0,67,7,51,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1861,0.0,0.5,0.1861,0.0,0.0,0.0,0.0,0.0,0.0
330,V1_melody,foreground_melody,,1136,68317960,METHYLATION_BETA,114.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0127,0.0,0.5,0.0127,0.0,0.0,0.0,0.0,0.0,0.0
